title,singer,lyrics
졸업,김동률,"언제 만났었는지 이제는 헤어져야 하네 
얼굴은 밝지만 우리 젖은 눈빛으로 애써 웃음 짓네 
세월이 지나면 혹 우리 추억 잊혀질까봐 
근심스런 얼굴로 서로 한 번 웃어보곤 이내 고개 숙이네 
우리의 꿈도 언젠가는 떠나가겠지 세월이 지나면 
힘들기만한 나의 나날들이 살아온 만큼 다시 흐를 때 문득 뒤돌아 보겠지
바래져 가는 나의 꿈을 찾으려 했을 때 생각하겠지 
어린 시절 함께 했던 우리들의 추억들을 (그 어린 날들을) 
흐뭇한 웃음을 지으며 라라......"
출발 (Feat. 하림),김동률,"아주 멀리까지 가 보고 싶어
그곳에선 누구를 만날 수가 있을지
아주 높이까지 오르고 싶어
얼마나 더 먼 곳을 바라볼 수 있을지

작은 물병 하나, 먼지 낀 카메라,
때 묻은 지도 가방 안에 넣고서

언덕을 넘어 숲길을 헤치고
가벼운 발걸음 닿는 대로
끝없이 이어진 길을 천천히 걸어가네

멍하니 앉아서 쉬기도 하고
가끔 길을 잃어도 서두르지 않는 법
언젠가는 나도 알게 되겠지
이 길이 곧 나에게 가르쳐 줄 테니까

촉촉한 땅바닥, 앞서 간 발자국,
처음 보는 하늘, 그래도 낯익은 길

언덕을 넘어 숲길을 헤치고
가벼운 발걸음 닿는 대로
끝없이 이어진 길을 천천히 걸어가네

새로운 풍경에 가슴이 뛰고
별것 아닌 일에도 호들갑을 떨면서
나는 걸어가네 휘파람 불며
때로는 넘어져도 내 길을 걸어가네

작은 물병 하나, 먼지 낀 카메라,
때 묻은 지도 가방 안에 넣고서

언덕을 넘어 숲길을 헤치고
가벼운 발걸음 닿는 대로
끝없이 이어진 길을 천천히 걸어가네

내가 자라고 정든 이 거리를
난 가끔 그리워하겠지만
이렇게 나는 떠나네, 더 넓은 세상으로"
우리가 쏜 화살은 어디로 갔을까 (Feat. 이적),김동률,"그렇게 찾아 헤멨던 꿈에서라도 잊지 못했던 눈앞에 
아른거리던 그 어느날을 기억하는  걸

우리가 다짐했던 건 질끈 동여맸던건 그게 무엇이었건 
뜨거웠었고 태양을 겨냥했었던 숲을 꿰뚫었었건 다만
타오르던 가슴에서 터져나오던 

이제는 모두 어디에 그 기억이라도 그 흔적이라도
어디에  그 마음이라도 그 다짐이라도 

무엇이 앞길을 막건 그 어느누가 훼방을 놓건 
티없이 웃어버리던 그 어느날을 기억하는 걸

우리가 다짐했던건 질끈 동여맸던건 그게 무엇이었건 
뜨거웠었고 태양을 겨냥했었던 숲을 꿰뚫었었건 다만
타오르던 가슴에서 터져나오던 

이제는 모두 어디에 그 기억이라도 그 흔적이라도
어디에  그 마음이라도 그 다짐이라도 

우리가 다짐했던건 질끈 동여맸던건 그게 무엇이었건 
뜨거웠었고 태양을 겨냥했었던 숲을 꿰뚫었었건 다만
타오르던 가슴에서 터져나오던 

이제는 모두 어디에 그 기억이라도 그 흔적이라도
어디에  그 마음이라도 그 다짐이라도"
여행,김동률,"언제나 그높은 회색빌딩 속에
달리듯 지나가 버린 날들은
이제는 떠나고싶은 나의 하루하루
창밖에 쏟아지는 햇살 따라
어두운 내 작은 방을 나서면
기차에 설레이는 내 마음을 싣고

하늘에 흘러가는 사랑은 나의 가슴 속에 담을까
거리마다 가득 피어나는 추억들을 담을까
오랜만에 불러보는 그 옛날의 노래는
나를 스쳐가는 바람을 따라
난 그저 다시 돌아 길을 가네
아무도 없는 작은 마을을
라라라라 날 부르는 너의 세상 향해


하늘에 흘러가는 사랑은 나의 가슴 속에 담을까
거리마다 가득 피어나는 추억들을 담을까
오랜만에 불러보는 그 옛날의 노래는
나를 스쳐가는 바람을 따라
난 그저 다시 돌아 길을 가네
아무도 없는 작은 마을을
라라라라 날 부르는 너의 세상 향해
날 부르는 널 향한 여행을"
Nobody,김동률,"난 아무도 아니죠
그대의 일상의 수많은 사람 중에 
하나일 뿐이죠

가끔씩 길에서 우연히 만나면
인사를 잘 하는 편안한 인상의 
한 남잘 뿐이죠 

어떤 날에는 농담도 건넸죠
또 어느 날엔 차갑게 굴면서 
무심한 척도 했죠
하지만 그댄 늘 똑같은 눈인사와 
늘 같은 만큼의 미소로 
내 곁을 바쁘게 스쳐갔죠

알 턱이 없겠죠
나라는 사람이 이렇게나
설레어하는걸 애태워하는걸

그러던 어느 날 한 술자리에서
오랜만인 내 친구와 함께 온 
그녀를 보았을 때
무너진 가슴이 한없이 나를 탓해도
그저 조금 놀란 척 웃으며 
술잔을 기울일 뿐

너무 세상이 좁아서 아무개보다는 
조금 나은 친구의 친구란 
이름을 얻게 됐지만
차라리 아무도 아닐걸 그랬어"
고독한 항해 (Studio Ver.),김동률,"함께 배를 띄웠던 
친구들은 사라져 가고
고향을 떠나 온 세월도 
메아리 없는
바다 뒷 편에 묻어둔 채 
불타는 태양과
거센 바람이 버거워도 
그저 묵묵히 나의 길을 
그 언젠가는
닿을 수 있단 믿음으로 
난 날 부르는 그 어느 곳에도
닻을 내릴 순 없었지 
부질없는 꿈
헛된 미련
주인을 잃고
파도에 실려 떠나갔지 

난 또 어제처럼
넘실거리는
순풍에 돛을 올리고 
언제나 같은 자리에서
날 지켜주던
저 하늘의 별 벗 삼아서 
난 또 홀로 외로이
키을 잡고
바다의 노랠 부르며
끝없이 멀어지는 수평선
그 언젠가는
닿을 수 있단 믿음으로"
2년만에,김동률,"생각이 잘 안나요 마지막 목소리
아마 나는 대수롭지 않게 그냥 전활 끊었죠
그리고 다음날 단지 글 몇줄로
그렇게 나를 영영 떠나 갔어요

2년만에 다시 이렇게 돌아왔는데
이만큼만 기다리면 됐는데
곁에 없다는게 그렇게 그대 힘들었나요
그럼 나는 쉬웠을까요

생각이 잘 안나요 마지막 모습이
내 눈물이 마중 나온 사람들을 모두 가려서
아무말 못하고 괜히 어색하게
서둘러 돌아선게 마지막이죠

2년만에 다시 이렇게 돌와왔는데
이만큼만 기다리면 됐는데 우리의 미래가
그렇게 그대 두려웠나요
사랑했단 말도 못하고 미안하단 말도 못하고
그저 멀리서 홀로 남을 날 생각이나 했나요

나 이제 떠나요 다시는 안 올께요
마지막 그자리 혹시 그대 어디선가
나를 보고 있진 않은지 얼굴도 못 보고
돌아가는 맘은 차라리 안온만도 못할뿐이죠
걱정은 말아요 혹시라도 길을걷다 마주칠 일조차 없어요
할말은 많아도 단지 그 어디에
잘 살고 있는 지만 알면 족해요"
아이처럼,김동률,"사랑한다 말하고 날 받아줄 때엔
더 이상 나는 바랄게 없다고
자신 있게 말해놓고
자라나는 욕심에 무안해지지만
또 하루 종일 그대의 생각에
난 맘 졸여요

샘이 많아서
겁이 많아서
이렇게 나의 곁에서 웃는 게
믿어지지가 않아서
너무 좋아서 너무 벅차서
눈을 뜨면 다 사라질까봐
잠 못 들어요

주고 싶은데
받고 싶은데
남들처럼 할 수 있는 건
다 함께 나누고 싶은데
맘이 급해서 속이 좁아서
괜시리 모두 망치게 될까봐
불안해하죠

믿게 해줘서 힘이 돼줘서
눈을 뜨면 처음으로 하는 말
참 고마워요

내게 와줘서
꿈꾸게 해줘서
'우리'라는 선물을 준 그대
나 사랑해요"
낙엽,김동률,"바람이 흐르면 또 그대로 흘러가는 대로
나는 한 번도 강인하지 못했소 놓아 버렸소 그대 손도
앙상하게 떨리는 외침 허공으로 휘저어 봐도
내가 버린 그대는 돌아올 수 없는 어디로

세월이 지나면 새 잎새로 다시 돋아나도
그리 그토록 소중했던 그대와 어찌 같겠소
내게 기어이 지워지지 않으리라는
이내 너무도 무거운 그 죄로 인해
이제 다시는 다시는 사랑할 수 없게 됐소

바닥에 부서진 그대 모습 보는 괴로움도
그런 그대를 외면하고 돌아서 살아남은 내 외로움도
머리카락 떨구는 아픔 그런 만큼 무뎌지고
매일 더욱 단단한 껍질 깊은 곳으로 숨어가고

세월이 지나면 새 잎새로 다시 돋아나도
그리 그토록 소중했던 그대와 어찌 같겠소
내게 기어이 지워지지 않으리라는
이내 너무도 무거운 그 죄로 인해
이제 영원히 영원히 사랑할 수 없게 됐소"
양보 (Feat. 원티드),김동률,"양보 

Featuring WANTED
Rhythm Arranging & Programming bk! 
Synth Bass 정재일 
A.Guitar Sam Lee 

당신의 사랑을 믿나요.
나만큼 잘해줄 수 있나요
지금의 사랑이 언제든 이렇게
항상 같을 꺼라 믿나요. 

모든 걸 다 줄 수 있나요
나만큼 그녀를 잘 아나요
불현듯 찾아온 불같은 사랑이
하나도 불안하지 않나요.

그녈 보내줘요 다시 되돌려줘요
함께한 시간들이 너무 길었어요.
잠시 흔들린 거죠 이해 할 수 있죠
아마 후회할 테죠 그럴 테죠 날 그리워할 테죠

당신의 사랑을 믿나요?

난 그녀의 사랑을 믿어요.
내 곁에 있으면 더없이 행복한
그녀에게 난 감사할 뿐인 거죠

그녈 놓아줘요 그만 잊어주세요
그녈 짓누르는 짐을 덜어줘요
여태 기다린 거죠 이제 날 찾은 거죠
지금 그녀는 참 행복해요 더 바랄게 없어요.

흔히 사랑한다면 보낼 수 있다죠 난 안되는데 난 못하는데 정말 그건 싫은데
이 순간 날 살게 할 사람은 오직 그녀뿐이란 걸 아는데 

그녈 놓아줘요 내게 보내주세요
그녀 없는 삶은 내겐 무력해요
내가 잘 해줄게요. 내가 더 잘할게요.
제발 모든 것을 제자리에 되돌려 놔주세요.

그녈 놓아줘요 내게로 워~
지금 그녀에겐 내가 필요해요
내가 잘 해줄게요. 대신 더 잘할게요.
제발 이쯤해서 그녈 위해 물러나 주세요."
크리스마스 선물,김동률,"아주 먼 옛날에 내가 아주 어릴 적
문득 까만 밤하늘을 나는 작은 썰맬 보았죠.

아무도 모르게 간직했던 비밀을
이제 그대에게 말해줄게요

온 세상이 잠들고 난 뒤 하얗게 눈이 내리면
착한 사람 선물을 주러 찾아온 데죠

해마다 이맘쯤 하얀 눈이 내리면
설레이는 맘에 잠 못 이루죠.

온 세상이 잠들고 난 뒤 하얗게 별이 내릴 때
착한 사람 소원을 빌면 이뤄진다고

이룰 수 없다고 주저하지 말아요.
그댄 지난겨울 내게 주신 너무나 큰 선물이죠.

저 멀리 은은한 종소리가 들리면
설레이는 맘에 잠 못 이루죠.
오늘 밤도 잠 못 이루죠."
뒷모습,김동률,"사랑은 이미 우리를 떠나가고 있었네
당신이 나의 곁에서 떠나버리기 전부터
이 어둠 속에 모질게 날 버려 둔 채로 떠나네
아, 단 한번도 내 모습 돌아보려 하지 않았네




잡으려 하면 할수록 
더 멀리 달아나는 무지개처럼
한발 그리고 또 한발 
내게서 멀어지는 뒷모습이여




잘 가라는 인사조차 건넬 수가 없었네
미안하다는 말밖엔 떠오르지 않아서

참 바보처럼 난 그저 오래 오래 보고만 있네
아, 입을 열면 눈물이 터져 버릴 것만 같아서




한마디 말도 못 하고 
멍하니 바보처럼 보고만 있네
지금 붙잡지 못 하면 
죽도록 후회할 걸 잘 알면서도




사랑은 이미 우리를 잊어버리려 하네
당신이 그 기억들을 전부 잊기도 전에


그 누구보다 나에게 소중하고 소중한 사람
아, 내 곁에서 그토록 행복하게 웃던 그 사람




한마디 말도 못 하고 


멍하니 바보처럼 보고만 있네
지금 붙잡지 못 하면 
죽도록 후회할 걸 잘 알면서도"
잔향,김동률,"소리 없는 그대의 노래
귀를 막아도 은은해질 때
남모르게 삭혀온 눈물 다 게워내고 
허기진 맘 채우려
불러보는 그대 이름

향기 없는 그대의 숨결
숨을 막아도 만연해질 때
하루하루 쌓아온 미련 다 털어내고 
휑한 가슴 달래려
헤아리는 그대 얼굴

그 언젠가 해묵은 상처 다 아물어도
검게 그을린 내 맘에 그대의 눈물로
새싹이 푸르게 돋아나
그대의 숨결로 나무를 이루면
그때라도 내 사랑 받아주오 날 안아주오 
단 하루라도 살아가게 해주오

사랑하오 얼어붙은 말 이내 
메아리로 또 잦아들어 가네"
다시 떠나보내다,김동률,"가파른 언덕을 오를 때 넌 그리도 담담한 얼굴로
가쁜 숨에 들썩이는 어깨 토닥여 주곤 했지

지나 보면 보잘 것도 없는 작은 꿈에 들떠 있을 때도
넌 그리도 서늘한 얼굴로 꾸짖어 주곤 했지
그래선 안 된다고

난 너에게 무엇을 주었나.
난 도대체 무엇을 주었나.
길을 잃을 땐 언제나 나를 붙들어 준 너에게
내가 사랑한 너에게

난 널 위해 무엇을 잃었나.
난 도대체 무엇을 잃었나. 
아직 따스한 너의 손길을 느낄 수가 있는데
이렇게 남아 있는데

어리석은 시간이 흐르고
지친 내 영혼이 너를 찾아갔을 때
그리도 서글픈 얼굴로 내 두 손을 잡은 채 말했지
다시는 볼 수 없을 거라고 늦어버렸다고 이제"
동반자,김동률,"사랑이기엔 우매했던 긴 시간의 끝이 어느덧 
처음 만난 그때처럼 내겐 아득하오 

되돌아가도 같을 만큼 나 죽도록 사랑했기에 
가혹했던 이별에도 후횐 없었다오
 
*내 살아가는 모습이 혹 안쓰러워도 
힘 없이 쥐은 가날픈 끈 놓아주오
 
가슴에 물들었던 그 멍들은 푸른 젊음이었소 
이제 남은 또다른 삶은 내겐 덤이라오

긴 세월 지나 그대의 흔적 잃어도 
이 세상 그 어느 곳에서 살아만 준 데도 

그것만으로도 난 바랄게 없지만 
행여라도 그대의 마지막 날에 
미처 나의 이름을 잊지 못했다면 나즈막히 불러주오"
Finale,김동률,
겨울잠,김동률,"맘을 가다듬고 깊은 잠을 청하면
날 헝클던 많은 생각
조용히 자릴 잡아갈 때

떠오르는 얼굴 나를 보던 그 눈빛 
사랑한단 내 고백에 한 꺼풀 물기 머금던

눈부시게 우릴 현혹했던
뜨거웠던 짧은 여름 지나고
밀쳐낸 손길에 데인 맘엔
어느새 틈새로 바람이 불어

곤히 잠이 들어 평온한 꿈을 꾸면
난 다시 어린애 되어 끝없이 칭얼대면서
한없이 주렸던 맘을 그곳에서나마 채우리

폭풍처럼 마구 흔들었던
가혹했던 짧은 여름 지나고
엇나간 마음에 덧난 상처
채 아물기 전에 찾아온 겨울

긴긴 잠에 깨어 다시 새 봄이 오면
난 조금 어른이 되어 마른 널 다독이면서
얼어붙은 몸과 맘을 둘의 체온으로 녹이리"
한 겨울밤의 꿈,김동률,"나 이제 그대 모르는 곳으로
아주 멀리 떠나가려해요

곧 새벽이 밝아오면 흔적도 없이 다
꿈으로 기억되겠죠

그대 기억하나요
우리가 처음 만난 그 날
꿀처럼 달콤한 그대의 향기 가득한
한 겨울밤 달빛의 입맞춤

그대 알고 있나요
새들이 잠들 무렵 
별이 하얗게 빛나던 그 겨울밤에
내 맘은 이미 그대의 것이었죠

그대 잠들었나요
언젠가 그대 눈 뜰 날엔
마지막 내 모습 그대로이게
그 언제라도 그 어디라도
나 먼저 달려가 기다릴 수 있게
늘 기도할게요
그대 편히 쉬어요"
이방인,김동률,"쉴 곳을 찾아서 결국 또 난 여기까지 왔지
내 몸 하나 가눌 수도 없는
벌거벗은 마음과 가난한 모습으로
네 삶의 의미는 나이기에 보내는 거라며
그 언젠가 내 꿈을 찾을 때
그때 다시 돌아올 날 믿겠다 했지

수많은 세월 헤매이다가 
세상 끝에서 지쳐 쓰러져도
후회는 없을거라고 너에게 말했지 
뒤돌아 보며


네 삶의 의미는 나이기에 보내는 거라며
그 언젠가 내 꿈을 찾을 때
그때 다시 돌아올 날 믿겠다 했지

수많은 세월 헤매이다가 
세상 끝에서 지쳐 쓰러져도
후회는 없을거라고 너에게 말했지 

수많은 세월 헤매이다가 
험한 세상 끝에서 숨이 끊어질 때 
그제야 나는 알게 될 지 몰라
그토록 찾아 헤매던 나의 머물 곳은 
너였음을 

숨이 끊어질 때 
그토록 찾아 헤매던 나의 머물 곳은 
너였음을"
기적 (Feat. 이소은),김동률,"나 그대의 눈을 바라보면 이 모든게 꿈인 것 같아요
이 세상 많은 사람중에 어쩌면 우리 둘이었는지
기적이었는지도 몰라요

그대의 품에 안길때면 새로운 나를 깨달아요
그대를 알기 전에 내가 어떻게 살았는지 몰라요
죽어 있었는지도 몰라요

어쩌면 이렇게도 엇갈려 왔는지
우린 너무 가까이 있었는데
서로 사랑해야 할 시간도 너무 모자라요
나를 믿어요(믿을께요) 세상 끝까지 함께 할께요

그 얼마나 나를 찾았나요(헤매였나요)
나의 기도를 들었나요(내 기도에 귀기울였나요)
이 세상 살아가는 동안 단 한번 스쳐지나갈 때
한눈에 서로 알아볼 수 있게 되길
이렇게 


어쩌면 이렇게도 엇갈려 왔는지
우린 너무 가까이 있었는데
서로 사랑해야 할 시간도 너무 모자라요
나를 믿어요(믿을께요) 세상 끝까지 함께 할께요

그 얼마나 나를 찾았나요(헤매였나요)
나의 기도를 들었나요(내 기도에 귀기울였나요)
이 세상 살아가는 동안 단 한번 스쳐지나갈 때
한눈에 서로 알아볼 수 있게 되길
이렇게"
잠시,김동률,"그냥 웃으며 보내줘 잠시 헤어질 뿐인데 
언제 그랬나는 듯이 다시 돌아올게 
참 고마웠지 지난 그 시간들 
떠나야하는 나의 맘을 다 받아준 
널 남겨두고 도망치듯 떠나는 나
차마 다시 너를 돌아볼 수 없어
날 기다려줘 아주 오랜후에 내가 다시 돌아와 
너의 품을 찾을 때 어제 날 만난 듯 웃어줘 
우리 함께한 날들이 너무 빨리 지났듯이 
훗날 돌아보면 이미 좋은 추억일꺼야 
참 미안했지 지난 그 시간들 
기다려 줄거라고 그저 믿고 살긴 하겠지만 
혹시라도 오늘이 우리 의 마지막은 아니기를 바래 
날 기다려줘 아주 오랜 후에 어느날 눈을 뜨면 
내가 네 앞에서 거짓말처럼 웃고 있을게 
날 기다려줘 
아주 오랜후에 내가 다시 돌아와 
너의 품을 찾을 때
어제 날 만난 듯 아무렇지 않게 
나를 반겨주길 바래"
귀향,김동률,"난 분명 너를 본걸까 많은 사람들 흔들리듯 사라져가고
그 어디선가 낯익은 노래
어느샌가 그 시절 그 곳으로 나 돌아가 널 기다리다가
문득 잠에서 깨면 우리 둘은 사랑했었고
오래전에 헤어져 널 이미 다른 세상에 묻기로 했으니

그래 끝없이 흘러가는 세월에 쓸려 그저 뒤돌아 본 채로
떠 밀려왔지만 나의 기쁨이라면 그래도 위안이라면
그 시절은 아름다운 채로 늘 그대로라는 것

얼마 만에 여기 온걸까 지난 세월이 영화처럼 흘러 지나고
그 어디선가 낯익은 향기 어느샌가 그 시절 그곳으로
날 데려가 널 음미하다가 문득 잠에서 깨면
우리 둘은 남이 되었고 그 흔적조차 잃은 채로
하루하루 더디게 때우고 있으니

그래 끝없이 흘러가는 세월에 쓸려
그저 뒤돌아 본채로 떠밀려 왔지만
나의 기쁨이라면 그래도 위안이라면
그 시절은 변함없다는 것
아무렇지 않은 듯

이렇게라도 날 늘 곁에서 지켜주고 있는 기억이라도
내게 남겨줬으니..."
하소연,김동률,"죽을만큼 사랑한적 있나요
태어난 것 조차 후회해본적 있나요
그렇다면 내 마음 혹시 알까요 

사랑한단 말도 한번 못해본 못난 나를 
다 알아줄꺼라 믿었죠 꼭 이뤄질 수 있다고
하지만 그댄 나의 마음을 끝내 영영 모를거 같네요

그렇게 내가 맘에 안차요
그렇게 내가 모자란가요
좋은 친구에서 더는 헛된 욕심일까요

나 얼마나 더 기다릴까요 
언젠가 그대 한번쯤은 나같은 사랑에
기댈 곳이 필요할 때

그때 나라도 곁에 있을까요
그래야 할까요

왜 그댄 먼곳만 보는지 
늘 그대 옆에 있는데
혹시나 그댄 처음부터 날 
그냥 쉽게 생각했었나요

그렇게 내가 맘에 안차요
그렇게 내가 모자란 가요 
좋은 친구에서 더는 헛된 욕심일까요

나얼마나 더 기다릴까요 
언젠가 그대 한번쯤은 
나 같은 사랑에 기댈 곳이 필요할때

그때 나라도 곁에있을까요
그럴까요

좋은 친구라도 내겐 
너무 과한걸까요

나 얼마나 더 기다릴까요 
언젠가 그대 한번쯤은 
나 같은 사랑에 기댈 곳이 필요할 때
그때 나라도 곁에 있을까요 
그래야 할까요"
배려,김동률,"가끔 너는 내게 아무렇지도 않은 듯이 나의 안부를 묻곤 하지  태연히 나는 아직 너의 너무도 좋은 친구라며 어색한 내 모습을 되려 탓하지
떠난 사람은 그리 편한건지 모른척 하는지 
언제까지 기다린단 내말 잊은건지 진정 나를 위한다면 
이쯤에서 그만 날 놓아줘
사랑했던 마음이라도 간직할 수 있게 
이런 내가 가엾다면 두번 다시 날 찾지 말아줘
니가 없는 체로 세상에 길들여질 수 있게 돌아올 수 없는
거라면 차라리 멀리 떠나줘 제발"
Main Theme From Jungle Story - Part 2,김동률,"난 한번쯤은 저 산을 넘고 싶었지

그 위에 서면 모든게 보일줄 알았었지

하지만 난 별다른 이유없어 그저 걷고 있는거지

해는 이제 곧 저물테고 

꽃다발 가득한 세상의 환상도 오래전 버렸으니

또 가끔씩은 굴러떨어지기도 하겠지만 

중요한건 난 아직 이렇게 걷고 있어."
Requiem,김동률,"그리 닿을 수 없는 연이라면 
애초 만나 지지나 말 것을 
한 번 스쳐 지나갈 사람 두고 
애써 붙잡아두려 억지부렸소 

진작에 나 보내야 할 사람이었소 
하물며 어찌 그대 탓을 하겠소 
단 한사람만을 사랑한 게 
그리 죄가 된다면 

몹쓸 병이라면 더 이상 
나 가망 없는 삶이라오 
잊어주오 지워주오 

이제껏 모든게 꿈이라고 맘을 비우고 
행여 만나도 모르는 척 그리 살겠소 
기껏 마음을 다스리고 애를 써봐도 
한낱 스치는 바람에도 떠오르는 얼굴 

하루가 십 년 같이 길기만 하오 
이렇게 죽지 못해 떠밀려 가는 세월 
단 한사람만을 사랑한 게 
그리 죄가 된다면 

몹쓸 병이라면 더 이상 
나 가망 없는 삶이라오 
죽지 못해 떠밀려 가는 세월 

단 한사람만을 사랑한 게 
그리 죄가 된다면 
몹쓸 병이라면 더 이상 
나 가망 없는 삶이라오"
Deja-Vu,김동률,"첫눈에 전혀 낯설지 않은 이 기분
언젠가 한번 만난 것 같은 그 느낌
어디서 많이 들어본 낯익은 말투
너무도 익숙한 웃음 그 몸짓 목소리

그러고 보니 또 여긴 꿈에서 본 것만 같은 거리
때마침 내게 힘이 돼주던 옛 노래
반갑게 내게 인사할 것만 같은데
나도 모르게 자꾸만 내 맘이 떨려요

어쩌면 우리는 이미 아주 머나먼 옛날에 서로 사랑했는지 몰라요
길고 긴 날을 기다린 끝에 수많은 인연을 거쳐
예고도 없이 이렇게 오늘인지도 몰라요
그런 건지도 몰라요 
나를 알아봐줘요

어쩌면 우리는 이미 아주 머나먼 옛날에 서로 사랑했는지 몰라요
길고 긴 날을 기다린 끝에 수많은 인연을 거쳐
다른 세상을 헤매다 여기인지도 몰라요
그런 건지도 몰라요 
나를 알아봐줘요

이제 곧 그녀가 내 곁을 지나가요
꼭 멈춰줘요 내게 뒤돌아 말을 건네줘요
여지껏 텅 비워둔 그 자리에 내 맘을 채워줘요
날 받아줘요 날 사랑해줘요

어느새 벌써 저만치 멀어지는데
아직도 그냥 바라만 보고 있는 나.
이제 곧 살짝 고개를 갸웃거리며
돌아볼 때가 됐는데 내게로 올 텐데
날 알아볼 텐데"
기억의 습작,김동률,"이젠 버틸 수 없다고
휑한 웃음으로 내 어깨에 기대어
눈을 감았지만
이젠 말할 수 있는 걸
너의 슬픈 눈빛이 나의 마음을
아프게 하는 걸
나에게 말해봐
너의 마음속으로
들어가 볼 수만 있다면
철없던 나의 모습이 얼만큼
의미가 될 수 있는지
많은 날이 지나고 
나의 마음 지쳐갈 때
내 마음속으로 
스러져가는 너의 기억이
다시 찾아와 
생각이 나겠지
너무 커버린 미래의 
그 꿈들 속으로
잊혀져 가는 너의 기억이
다시 생각날까?
너의 마음속으로
들어가 볼 수만 있다면
철없던 나의 모습이 얼만큼
의미가 될 수 있는지
많은 날이 지나고 
나의 마음 지쳐갈 때
내 마음속으로 
스러져가는 너의 기억이
다시 찾아와 
생각이 나겠지
너무 커버린 내 미래의 
그 꿈들 속으로
잊혀져 가는 나의 기억이
다시 생각날까
많은 날이 지나고"
새,김동률,"날 보고 있나요
별이 지는 저 하늘 위에선 너무도 작은 나 이겠죠
듣고 있나요
그대 떠난 뒤 하루도 거르지 않았던 나의 기도를

별이 가득한 어느 여름밤 꿈꾸듯 내게 말 했죠
그대 영원히 머물 곳은 저 하늘 너머라고
그 어디쯤 있나요 내게 닿을 순 없나요
그대 없는 이 세상에 내 쉴 곳은 없나요
나 이제 훨훨 날아올라 오래전 잃어버린 내 영혼 찾아
그곳에서 날 기다릴 그댈 향해 날아

별이 가득한 어느 여름밤 꿈꾸듯 내게 말 했죠
그대 영원히 머물 곳은 저 하늘 너머라고
그 어디쯤 있나요 내게 닿을 순 없나요
그대 없는 이 세상에 내 쉴 곳은 없나요
나 이제 훨훨 날아올라 오래전 잃어버린 내 영혼 찾아
그곳에서 날 기다릴 그댈 향해 날아

외로운 날개 짓으로"
이제서야,김동률,"가끔 거리를 나서면 온통 행복한 연인들
자꾸만 왜 걸음이 바빠만 지고 
괜시리 울컥 화가 나는지

혼자서 영화를 볼 때나 슬픈 음악을 들을 땐
생각 없이 한바탕 울며 웃다가 
터질 듯 가슴이 저며 오곤 해

사랑해 되뇌이다 왜 
나도 몰래 미안하단 말이 섞여 나오는지
잘못했던 것만 생각나는지
한발 늦어서 다 알게 되는지


술 취한 밤이면 전화번호 수첩을 뒤적이다가
멍하니 잠을 또 설치기도 해

돌아와 말도 못하고 
나 혼자서 쓸데없이 헛된 기대만 하는지
왜 이렇게 내가 바보 같은지


나의 부족한 사랑에 지쳐 떠나간 거라면
이제 난 준비가 된 것도 같은데
매일 웃게 해줄 수 있을 텐데
헤어진 아픔에 비해 다시 시작하는 건
내겐 너무 쉬울 것만 같은데
정말 잘할 수 있을 것 같은데
이제서야 난 다 알 것 같은데"
낙엽 (落葉),김동률,"바람이 흐르면 
또 그대로 흘러가는 대로

나는 한번도 강인하지 못했소
놓아 버렸소 그대 손도

앙상하게 떨리는 외침
허공으로 휘저어 봐도 
내가 버린 그대는
돌아올 수 없는 어디로

세월이 지나면
새 잎새로 다시 돋아나도

그리 그토록 소중했던 그대와
어찌 같겠소 내게

기어이 지워지지 않으리라는
이내 너무도 무거운 그 죄로 인해
이제 다시는 다시는
사랑 할 수 없게 됬소

바닥에 부서진
그대 모습 보는 괴로움도

그런 그대를 외면하고 돌아서
살아남은 내 외로움도

머리카락 떨구는 아픔
그런 만큼 무뎌지고

매일 더욱 단단한 껍질
깊은 곳으로 숨어가고

세월이 지나면
새 잎새로 다시 돋아나도

그리 그토록 소중했던 그대와
어찌 같겠소 내게

기어이 지워지지 않으리라는
이내 너무도 무거운 그 죄로 인해

이제 영원히 영원히
사랑 할 수 없게 됬소 "
