('주', 'Noun') ('를', 'Josa') ('찬양', 'Noun') ('할', 'Verb') ('찌라', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('함께', 'Adverb') ('있어', 'Adjective') ('더', 'Noun') ('외로운', 'Adjective') ('나', 'Noun') ('어쩌다', 'Adverb') ('이렇게', 'Adverb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('어쩔', 'Adverb') ('수', 'Noun') ('없다고', 'Adjective') ('말', 'Noun') ('야', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이렇게', 'Adverb') ('나', 'Noun') ('는', 'Josa') ('떠나네', 'Verb') ('더', 'Noun') ('넓은', 'Adjective') ('세상', 'Noun') ('으로', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('끝없이', 'Adverb') ('멀어지는', 'Verb') ('수평선', 'Noun') ('그', 'Noun') ('언젠가', 'Adverb') ('는', 'Verb') ('닿을', 'Verb') ('수', 'Noun') ('있단', 'Adjective') ('믿음', 'Noun') ('으로', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나즈', 'Noun') ('막히', 'Verb') ('불러주오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('하고픈', 'Verb') ('말', 'Noun') ('도', 'Josa') ('아껴', 'Verb') ('둔', 'Verb') ('마음', 'Noun') ('도', 'Josa') ('접어', 'Verb') ('둔', 'Verb') ('채', 'Noun') ('미안해', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('끝없이', 'Adverb') ('이끌어', 'Verb') ('줄', 'Noun') ('빛', 'Noun') ('줄기', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('차라리', 'Noun') ('아무', 'Noun') ('도', 'Josa') ('아닐', 'Adjective') ('걸', 'Noun') ('그랬어', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('오늘', 'Noun') ('인지도', 'Noun') ('모르네', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('연극', 'Noun') ('은', 'Josa') ('벌써', 'Noun') ('끝', 'Noun') ('이', 'Josa') ('났다오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이렇게만', 'Adjective') ('살', 'Noun') ('아', 'Josa') ('갈', 'Verb') ('수', 'Noun') ('있다면은', 'Adjective') ('좋겠죠', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('널', 'Noun') ('사랑', 'Noun') ('해', 'Verb') ('난', 'Noun') ('널', 'Noun') ('사랑', 'Noun') ('해', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나', 'Noun') ('웃', 'Noun') ('을', 'Josa') ('그날', 'Noun') ('을', 'Josa') ('함께', 'Adverb') ('해', 'Noun') ('요', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('며칠', 'Noun') ('을', 'Josa') ('망설이다', 'Verb') ('끄적', 'Adverb') ('인', 'Noun') ('종이', 'Noun') ('위엔', 'Noun') ('말', 'Noun') ('없는', 'Adjective') ('세월', 'Noun') ('이', 'Josa') ('흘러라', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나', 'Noun') ('의', 'Josa') ('머물', 'Verb') ('곳', 'Noun') ('은', 'Josa') ('너', 'Noun') ('였', 'Verb') ('음', 'Noun') ('을', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('멈춰있는', 'Verb') ('어리석은', 'Adjective') ('내', 'Noun') ('가', 'Josa') ('있지', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('너', 'Noun') ('와', 'Josa') ('함께', 'Adverb') ('라면', 'Noun') ('벅찬', 'Adjective') ('새로운', 'Adjective') ('시작', 'Noun') ('너', 'Noun') ('와', 'Josa') ('함께', 'Adverb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('라', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('어둔', 'Noun') ('세상', 'Noun') ('은', 'Josa') ('모두', 'Noun') ('잠들고', 'Verb') ('나', 'Noun') ('의', 'Josa') ('숨소리', 'Noun') ('뿐', 'Suffix') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이', 'Noun') ('봐요', 'Verb') ('당신', 'Noun') ('이미', 'Adverb') ('오래전', 'Adverb') ('연극', 'Noun') ('은', 'Josa') ('벌써', 'Noun') ('끝', 'Noun') ('이', 'Josa') ('났다오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('흐뭇한', 'Adjective') ('웃음', 'Noun') ('을', 'Josa') ('지으며', 'Verb') ('라라', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이렇게', 'Adverb') ('나', 'Noun') ('는', 'Josa') ('떠나네', 'Verb') ('더', 'Noun') ('넓은', 'Adjective') ('세상', 'Noun') ('으로', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('어디', 'Noun') ('에', 'Josa') ('그', 'Noun') ('마음', 'Noun') ('이라도', 'Josa') ('그', 'Noun') ('다짐', 'Noun') ('이라도', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('날', 'Noun') ('부르는', 'Verb') ('널', 'Noun') ('향', 'Noun') ('한', 'Josa') ('여행', 'Noun') ('을', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('차라리', 'Noun') ('아무', 'Noun') ('도', 'Josa') ('아닐', 'Adjective') ('걸', 'Noun') ('그랬어', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('닿을', 'Verb') ('수', 'Noun') ('있단', 'Adjective') ('믿음', 'Noun') ('으로', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('잘', 'Verb') ('살', 'Noun') ('고', 'Josa') ('있는', 'Adjective') ('지만', 'Josa') ('알', 'Noun') ('면', 'Josa') ('족', 'Noun') ('해요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나', 'Noun') ('사랑', 'Noun') ('해요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이제', 'Noun') ('영원히', 'Adjective') ('영원히', 'Adjective') ('사랑', 'Noun') ('할', 'Verb') ('수', 'Noun') ('없게', 'Adjective') ('됐소', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('제발', 'Noun') ('이쯤', 'Noun') ('해서', 'Verb') ('그녈', 'Noun') ('위해', 'Noun') ('물러나', 'Verb') ('주세요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('오늘', 'Noun') ('밤', 'Noun') ('도', 'Josa') ('잠', 'Noun') ('못', 'Noun') ('이루죠', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('죽도록', 'Verb') ('후회', 'Noun') ('할', 'Verb') ('걸', 'Noun') ('잘', 'Verb') ('알면서도', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('메아리', 'Noun') ('로', 'Josa') ('또', 'Noun') ('잦아', 'Verb') ('들어', 'Verb') ('가네', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('다시는', 'Verb') ('볼', 'Noun') ('수', 'Noun') ('없을', 'Adjective') ('거', 'Noun') ('라고', 'Josa') ('늦어', 'Verb') ('버렸다고', 'Verb') ('이제', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('미처', 'Noun') ('나', 'Noun') ('의', 'Josa') ('이름', 'Noun') ('을', 'Josa') ('잊지', 'Verb') ('못', 'VerbPrefix') ('했다면', 'Verb') ('나즈', 'Noun') ('막히', 'Verb') ('불러주오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('얼어붙은', 'Verb') ('몸', 'Noun') ('과', 'Josa') ('맘', 'Noun') ('을', 'Josa') ('둘', 'Noun') ('의', 'Josa') ('체온', 'Noun') ('으로', 'Josa') ('녹이리', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('편히', 'Adjective') ('쉬어요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('너', 'Noun') ('였', 'Verb') ('음', 'Noun') ('을', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이렇게', 'Adverb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나를', 'Verb') ('반겨주길', 'Verb') ('바', 'Noun') ('래', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('내게', 'Verb') ('남겨', 'Verb') ('줬으니', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그', 'Determiner') ('래야', 'Noun') ('할까', 'Verb') ('요', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('거', 'Noun') ('라면', 'Noun') ('차라리', 'Noun') ('멀리', 'Noun') ('떠나줘', 'Verb') ('제발', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('중요한건', 'Adjective') ('난', 'Noun') ('아직', 'Adverb') ('이렇게', 'Adverb') ('걷고', 'Verb') ('있어', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나', 'Noun') ('가망', 'Noun') ('없는', 'Adjective') ('삶이라오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('날', 'Noun') ('알아볼', 'Verb') ('텐데', 'Eomi') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('많은', 'Adjective') ('날', 'Noun') ('이', 'Josa') ('지나고', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('외로운', 'Adjective') ('날개', 'Noun') ('짓', 'Noun') ('으로', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이제', 'Noun') ('서야', 'Verb') ('난', 'Noun') ('다', 'Adverb') ('알', 'Noun') ('것', 'Noun') ('같은데', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('할', 'Verb') ('수', 'Noun') ('없게', 'Adjective') ('됬소', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('스쳤던', 'Verb') ('그저', 'Adverb') ('그런', 'Adjective') ('사랑', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('잠', 'Noun') ('못', 'Noun') ('드는', 'Verb') ('나를', 'Verb') ('달래는', 'Verb') ('오래전', 'Adverb') ('그', 'Noun') ('노래', 'Noun') ('만이', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
