"name","desc","type1","type2","egg_group"
"동미러","고대 무덤에서 동미러와 똑 닮은 도구가 발굴되었지만 관계는 알 수 없다.몸의 구조를 조사하려고 X선으로 촬영했지만 결국 아무것도 찍히지 않았다.오랜 옛날의 동미러는 거울처럼 반사하고 있었다고 생각하는 연구자도 있다.동미러의 등 모양에는 신비한 힘이 깃들어 있다고 옛날 사람들은 믿고 있었다.오랜 옛날의 동미러는 거울처럼 반사하고 있었다고 생각하는 연구자도 있다.오래된 묘에서 발견된다. 등의 무늬는 신비한 힘이 깃들어 있다고 전해진다.동미러의 등 모양에는 신비한 힘이 깃들어있다고 옛날 사람들은 믿고 있었다.고대 무덤에서 동미러와 똑 닮은 도구가 발굴되었지만 관계는 알 수 없다.동미러의 등 모양에는 신비한 힘이 깃들어 있다고 옛날 사람들은 믿고 있었다.고대 무덤에서 동미러와 똑 닮은 도구가 발굴되었지만 관계는 알 수 없다.도감에 없음등장하지 않음오래된 유적에 나타난다. 몸의 무늬는 가라르에 없는 낯선 문화의 것이라 수수께끼이다.닦으면 빛이 나며 진실을 비춘다고 전해지지만 동미러는 닦이는 걸 매우 싫어한다.","강철","에스퍼","광물"
"동탁군","2000년 이상 잠자고 있던 동탁군이 공사현장에서 발굴되어 빅뉴스가 되었다.비구름을 불러 비를 내리는 기술을 가지고 있다. 풍작의 신이라고 옛날 사람들은 받들어 모셨다.다른 세계로의 구멍을 열어 거기서 비가 오게 하고 있었다. 그 때문에 풍작의 신으로 여겨졌다.동탁군에게 소원을 빌면 비가 내려 농작물을 자라게 한다고 고대의 사람들은 믿고 있었다.다른 세계로의 구멍을 열어 거기서 비가 오게 하고 있었다. 그 때문에 풍작의 신으로 여겨졌다.비구름을 부르는 포켓몬으로 아주 옛날부터 떠받들어졌다. 가끔 땅에 묻혀 있다.도감에 없음등장하지 않음비구름을 부르는 신이라 불린다. 화나게 하면 종소리를 닮은 불길한 소리로 위협한다.몸의 무늬 때문에 본래 가라르에는 없던 포켓몬이라고 생각하는 학자도 많다.","강철","에스퍼","광물"
"꼬지지","항상 우는 것처럼 보이지만 체내의 수분을 밖으로 내어 조절하고 있는 것이다.건조한 장소를 좋아한다. 눈에서 물을 내어 몸의 수분을 조절한다.건조한 공기를 좋아한다. 수분을 조절할 때에 내는 물이 눈물처럼 보인다.체내의 불필요한 수분을 눈으로 내어 조절한다. 울고 있는 것처럼 보일 뿐이다.건조한 공기를 좋아한다. 수분을 조절할 때에 내는 물이 눈물처럼 보인다.건조한 장소를 좋아한다. 눈에서 물을 내어 몸의 수분을 조절한다.건조한 공기를 좋아한다.수분을 조절할 때에 내는 물이 눈물처럼 보인다.물을 싫어해 건조한 장소에 살고 있다. 주변에는 녹색이 적어 눈에 잘 띈다.몸에 불필요한 수분은 눈을 통해 밖으로 내보낸다. 그 성분은 인간의 땀과 비슷하다.눈동자에서 수분을 방출한다. 울고 있는 것처럼 보이기 때문에 적을 방심시키는 효과도 있는 듯하다.너무 몸이 습해지면 죽어 버리기 때문에 땀처럼 눈에서 수분을 내보내고 있다.자료 없음땀과 눈물이 모두 눈에서 나온다. 땀은 약간 짠맛이고 눈물은 살짝 씁쓸한 맛이다.건조한 바위 밭에 산다. 초록색 구슬은 마를수록 반들반들 희미하게 빛난다.","바위","","알미발견"
"흉내내","상대의 움직임을 흉내 내는 습성이 있다. 모방을 당한 상대는 눈을 뗄 수 없게 된다고 한다.사람이 모이는 장소를 좋아한다. 상대의 움직임을 똑같이 흉내를 내 당황하게 한다.그 틈에 도망친다.눈에 보이는 상대의 얼굴이나 움직임의 흉내를 내는 것으로 어떤 기분인지 알려고 한다.상대의 움직임을 똑같이 흉내 내어 당황한 사이에 재빨리 도망친다.눈에 보이는 상대의 얼굴이나 움직임의 흉내를 내는 것으로 어떤 기분인지 알려고 한다.상대의 움직임을 똑같이 흉내 내어 당황한 사이에 재빨리 도망친다.상대의 움직임을 흉내 내는 습성이 있다. 모방을 당한 상대는 눈을 뗄 수 없게 된다고 한다.상대의 움직임을 똑같이 흉내 내어 당황한 사이에 재빨리 도망친다.상대의 움직임을 흉내 내는 습성이 있다. 모방을 당한 상대는 눈을 뗄 수 없게 된다고 한다.도감에 없음상대의 움직임과 표정을 열심히 흉내 낸다. 아직 잘한다고는 할 수 없다.흉내내기가 특기다. 상대가 놀라면 기쁜 나머지 흉내 내고 있다는 사실을 잊어버린다.등장하지 않음보이는 모든 것을 흉내 낸다. 마임꽁꽁의 화려한 스텝을 끊임없이 흉내 내며 연습한다.춤을 잘 추는 마임꽁꽁의 제자인 것마냥 따라다니며 스텝을 열심히 흉내 낸다.","에스퍼","에스퍼","알미발견"
"핑복","하얗고 둥근 물건을 매우 좋아한다. 럭키를 흉내 내어 알과 똑 닮은 돌을 껴안고 있다.알을 닮은 둥근 돌을 배의 주머니에 넣고 있다. 좋아하는 상대에게 돌을 준다.작은 돌 껴안기를 좋아한다. 상대의 발치를 빙빙 돌다 그만 넘어지게 만드는 일도 있다.하얗고 둥근 돌을 알이라고 생각하고는 소중히 가지고 있다. 말은 머리 모양을 신경 쓰고 있다.작은 돌 껴안기를 좋아한다. 상대의 발치를 빙빙 돌다 그만 넘어지게 만드는 일도 있다.알을 닮은 둥근 돌을 배의 주머니에 넣고 있다. 좋아하는 상대에게 돌을 준다.하얗고 둥근 돌을 알이라고 생각하고는 소중히 가지고있다. 말려있는 머리모양을 신경 쓰고 있다.알을 닮은 둥근 돌을 배의 주머니에 넣고 있다. 좋아하는 상대에게 돌을 준다.하얗고 둥근 돌을 알이라고 생각하고는 소중히 가지고 있다. 말려 있는 머리 모양을 신경 쓰고 있다.배의 주머니에 하얗고 동그란 돌을 넣고 있다. 사이가 좋아지면 나누어 주는 일도 있다.작아서 아직 알을 낳을 수 없다. 대신에 하얗고 둥근 돌을 찾는다.온순한 포켓몬이지만 배의 둥근 돌을 빼내면 울고불고 난폭해진다.하얗고 둥근 것을 보면 배의 주머니에 넣는다. 너무 많이 넣어서 움직이지 못할 때도 있을 정도다.등장하지 않음럭키를 흉내 내어 알처럼 생긴 둥근 돌을 배의 주머니에 넣고 소중히 보관한다.친해진 상대에게는 소중하게 여기는 둥근 돌을 빌려준다. 돌려주지 않으면 울고불고하다가 난폭해진다.","노말","","알미발견"
"페라페","사람의 말을 기억해서 운다. 동료가 한 장소에 모이면 모두 똑같은 말을 기억한다.꽁지를 메트로놈처럼 좌우로 흔들어 리듬을 기억한다. 사람의 말을 흉내 낸다.혀는 인간의 것을 똑 닮았다. 그 때문에 인간이 하는 말을 능숙하게 흉내 낼 수 있다.상대와 같은 울음소리를 내서 동료라고 굳게 믿게 하여 습격당하지 않도록 하고 있다.혀는 인간의 것을 똑 닮았다. 그 때문에 인간이 하는 말을 능숙하게 흉내 낼 수 있다.혀는 인간의 것을 똑 닮았다.그 때문에 인간이 하는 말을 능숙하게 흉내 낼 수 있다.상대와 같은 울음소리를 내서 동료라고 굳게 믿게 하여 습격당하지 않도록 하고 있다.사람의 말을 기억해서 운다. 동료가 한 장소에 모이면 모두 똑같은 말을 기억한다.상대와 같은 울음소리를 내서 동료라고 굳게 믿게 하여 습격당하지 않도록 하고 있다.사람의 말을 기억해서 운다. 동료가 한 장소에 모이면 모두 똑같은 말을 기억한다.자료 없음","노말","비행","비행"
"화강돌","108개의 영혼이 모여서 태어난 포켓몬이다. 쐐기돌의 균열과 연결되어 있다.500년 전에 나쁜 짓을 했기 때문에 쐐기돌의 균열에 몸이 연결되어 갇혀 버렸다.항상 나쁜 짓만 하고 있었기에 이상한 술수로 본모습을 쐐기돌에 속박당했다.108개의 영혼으로 되어 있다. 두 번 다시 나쁜 짓을 하지 못하게 쐐기돌로 묶여 있다.항상 나쁜 짓만 하고 있었기에 이상한 술수로 본모습을 쐐기돌에 속박당했다.108개의 영혼이 모여서 태어난 포켓몬이다. 쐐기돌의 균열과 연결되어 있다.500년 전에 나쁜 짓을 했기 때문에 쐐기돌의 균열에 몸이 연결되어 갇혀 버렸다.108개의 영혼이 모여서 태어난 포켓몬이다. 쐐기돌의 균열과 연결되어 있다.500년 전에 나쁜 짓을 했기 때문에 쐐기돌의 균열에 몸이 연결되어 갇혀 버렸다.도감에 없음등장하지 않음108개의 영혼이 모여 포켓몬이 되었지만 성질이 나쁜 영혼이 섞여버린 듯 하다.나쁜 짓만 일삼다가 신비한 술수를 사용하는 여행자에 의해 쐐기돌에 속박당했다.","고스트","악","부정형"
"딥상어동","동굴의 조그만 구멍을 보금자리로 쓴다. 먹이가 다가오면 재빠르게 뛰쳐나가 붙잡는다.일찍이 열대의 땅에 있었다. 추위를 피하기 위해 지열로 따뜻한 동굴에서 산다.큰 입으로 하는 공격은 위력이 충분하지만 아직은 잘 싸우지 못해서 자신도 상처를 입는다.지열로 데워진 구멍에서 지낸다.적이 가까이 오면 구멍에서 뛰쳐나와 커다란 입으로 물어버린다.큰 입으로 하는 공격은 위력이 충분하지만 아직은 잘 싸우지 못해서 자신도 상처를 입는다.지열로 데워진 구멍에서 지낸다. 적이 가까이 오면 구멍에서 뛰쳐나와 커다란 입으로 물어버린다.동굴의 조그만 구멍을 보금자리로 쓴다. 먹이가 다가오면 재빠르게 뛰쳐나가 붙잡는다.지열로 데워진 구멍에서 지낸다. 적이 가까이 오면 구멍에서 뛰쳐나와 커다란 입으로 물어버린다.동굴의 조그만 구멍을 보금자리로 쓴다. 먹이가 다가오면 재빠르게 뛰쳐나가 붙잡는다.지열로 따뜻한 동굴에서 살고 있다. 그래도 추워지면 동료들과 몸을 맞대어 뭉친다.구멍에 숨어서 먹이나 적이 지나가면 뛰쳐나가 문다. 기세가 대단해 이가 빠질 때도 있다.움직이는 것에 반응하여 달려들어 덥석 문다. 자신이 상처를 입어도 별로 신경 쓰지 않는다.알로라보다 더 더운 곳이 본래 서식지다. 함께 지내려면 난방비가 든다.등장하지 않음지열로 데워진 동굴의 좁은 구멍을 좋아한다. 밖에 눈보라가 쳐도 얼어붙지 않고 견딜 수 있다.움직이는 것은 무조건 공격해서 보금자리 굴로 데려간다. 입은 크지만 위는 작은 편이다.","드래곤","땅","괴수,드래곤"
"한바이트","한바이트의 비늘로부터 만든 약은 불치의 병을 고친다고 오래전부터 믿어져 왔다.캐낸 보석을 거처에 모으는 습성이 있다. 그것을 노리는 도둑이 끊이질 않는다.반짝반짝 빛나는 것을 아주 좋아하기에 동굴 안에서 발견한 보물을 자신의 둥지에 모아둔다.거처를 늘릴 때 땅속에서 나온 보석의 원석을 거처에 모아두는 습성을 가졌다.반짝반짝 빛나는 것을 아주 좋아하기에 동굴 안에서 발견한 보물을 자신의 둥지에 모아둔다.거처를 늘릴 때 땅속에서 나온 보석의 원석을 거처에 모아두는 습성을 가졌다.반짝반짝 빛나는 것을 아주 좋아하기에 동굴 안에서 발견한 보물을 자신의 둥지에 모아둔다.거처를 늘릴 때 땅속에서 나온 보석의 원석을 거처에 모아두는 습성을 가졌다.드물게 탈피해서 비늘이 벗겨진다. 그 성분이 들어 있는 약은 피곤한 몸을 회복시켜 준다.반짝반짝 빛나는 것을 아주 좋아한다. 보석이나 잡은 멜리시를 둥지에서 가만히 바라보고 있다.반짝이는 것을 매우 좋아한다. 멜리시를 노리는 깜까미를 발견하면 격렬하게 화를 내며 덤벼든다.탈피하면서 커진다. 비늘을 비벼서 가루로 만든 것은 한방약의 원료가 된다.등장하지 않음머리의 좌우 돌기에서 초음파를 내보내 캄캄한 동굴의 상황을 살핀다.거처인 동굴에 보석을 매장하는데 그곳에 침입자가 들어가면 즉시 발톱과 이빨로 갈기갈기 찢어버린다.","드래곤","땅","괴수,드래곤"
"한카리아스","몸을 접고 날개를 펼치면 마치 제트기 같다. 음속으로 날 수 있다.제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.고속으로 달려나가면 날개는 공기의 칼날을 만들어내어 주변의 나무는 절단 나게 된다.몸을 뒤덮은 결이 고운 비늘이 공기 저항을 줄이기 때문에 고속으로 날 수 있다.고속으로 달려나가면 날개는 공기의 칼날을 만들어내어 주변의 나무는 절단 나게 된다.제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.몸을 접고 날개를 펼치면 마치 제트기 같다. 음속으로 날 수 있다.제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.제트기만큼 빠른 속도로 난다. 새포켓몬 무리에 돌진하여 그대로 무리째 삼켜버린다.머리에 달린 2개의 돌기는 센서 역할을 한다. 저 멀리 있는 먹이의 모습도 알 수 있다.음속으로 날아다니며 먹이를 찾는다. 먹이를 두고 보만다와 공중전을 펼친다.매끄럽고 뾰족한 비늘은 공기 저항을 줄일 뿐만 아니라 습격해 온 상대를 상처 입힌다.등장하지 않음화산이 있는 산에 서식한다. 제트기에도 지지 않는 속도로 하늘을 날아 먹이를 사냥한다.지상에서도 움직임이 빠르다. 설산에서는 체온이 떨어지기 전에 먹이를 잡아 거처로 돌아간다.","드래곤","땅","괴수,드래곤"
"먹고자","하루에 한 번 체중과 같은 양의 먹이를 한 번에 먹는다. 거의 씹지 않고 통째로 삼킨다.몸의 긴 털 밑에 먹이를 숨기는 습성이 있다. 숨긴 것을 잊어버린다.먹이를 먹는 데 열중한 나머지 털 밑에 숨겨놓은 먹이에 대한 것은 잊어버리고 만다.부스스한 털 안에 먹이를 숨겨서 갖고 다닌다. 먹을 때는 꿀꺽 통째로 삼킨다.먹이를 먹는 데 열중한 나머지 몸의 털 밑에 숨겨놓은 먹이에 대한 것은 잊어버리고 만다.몸의 긴 털 안쪽에 먹이를 숨기는 습성이 있다. 숨긴 것을 잊어버린다.부스스한 털 안에 먹이를 숨겨서 갖고 다닌다. 먹을 때는 꿀꺽 통째로 삼킨다.몸의 긴 털 안쪽에 먹이를 숨기는 습성이 있다. 숨긴 것을 잊어버린다.부스스한 털 안에 먹이를 숨겨서 갖고 다닌다. 먹을 때는 꿀꺽 통째로 삼킨다.매일 자신의 체중과 같은 양의 먹이가 필요하다. 맛에 대해서는 신경 쓰지 않는다.먹을 수 있을 것 같은것을 발견하면 일단 주워서 통째로 삼킨다. 그래서 나날이 살이 찌고 있다.긴 털 아래에 음식을 숨기지만 숨긴 것을 잊어 고약한 냄새가 난다며 소동이 날 때도 있다.먹을 만해 보이면 일단 주워서 통째로 삼킨다. 썩은 먹이라도 소화시키는 튼튼한 위를 가졌다.등장하지 않음일단 많이 먹고 보는 것에 푹 빠져 있다. 맛은 상관하지 않으며 상했어도 신경 쓰지 않는다.털 안에 먹이를 모은다. 신뢰하는 상대에게는 한 입 나눠주기도 한다.","노말","","알미발견"
"리오르","몸에서 발산되는 파동은 무서울 때나 슬플 때에 강해져 동료에게 위기를 알린다.부드럽고 강인한 몸이다. 3개의 산과 2개의 골짜기를 하룻밤 사이에 넘을 수 있다.기쁨과 분노 등의 감정을 물결의 형태로 만들어 분별하는 이상한 힘을 지녔다.동료끼리 파동을 내서 의사소통을 한다. 밤새도록 계속 달릴 수 있다.기쁨과 분노 등의 감정을 물결의 형태로 만들어 분별하는 이상한 힘을 지녔다.감정에 따라 모양이 변하는 파동을 서로 내어 동료끼리 커뮤니케이션을 취하고 있다.몸에서 발산되는 파동은 무서울 때나 슬플 떄에 강해져 동료에게 위기를 알린다.감정에 따라 모양이 변하는 파동을 서로 내어 동료끼리 커뮤니케이션을 취하고 있다.몸에서 발산되는 파동은 무서울 때나 슬플 떄에 강해져 동료에게 위기를 알린다.사람과 포켓몬의 감정이나 자연의 상태를 파동이라는 파장의 형태로 느낀다.밤새 달릴 수 있는 지구력을 갖고 있고 노력가지만 아직 햇병아리다.파동이라고 불리는 파를 보면 사람과 포켓몬의 마음을 알 수 있다. 위험한 상대에게는 다가가지 않는다.동료와의 커뮤니케이션에 파동이라 불리는 파장을 사용한다. 울지 않아서 적에게 들키지 않는다.자료 없음밤새 달릴 수 있을 정도의 체력을 가졌다. 활발해서 같이 산책하는 상대에겐 고역이다.상대의 감정뿐만 아니라 자연의 상태도 파동이라는 파장의 형태로 느낀다.","격투","","알미발견"
"루카리오","모든 것이 발하는 파동을 포착하는 능력을 가지고 있다. 사람의 말을 이해할 수 있다.상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.단련된 루카리오는 파동을 써서 1km 앞에 누가 있는지 어떤 기분인지까지도 안다.파동을 포착하여 보이지 않는 상대의 모습도 보인다고 전해진다.단련된 루카리오는 파동을 써서 1km 앞에 누가 있는지 어떤 기분인지까지도 안다.모든 물건이 내는 파동을 읽어내어 1Km 앞에 있는 상대의 마음도 이해할 수 있다.상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.모든 물건이 내는 파동을 읽어내어 1Km 앞에 있는 상대의 마음도 이해할 수 있다.상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.모든 물건이 내는 파동을 읽어내어 1Km 앞에 있는 상대의 마음도 이해할 수 있다.간파하는 것뿐만 아니라 파동을 조종하는 힘을 얻었다. 싸울 때도 이용한다.1km 앞의 생물의 종류나 기분을 캐치한다. 파동을 이용해 무리로 먹이를 사냥한다.정신을 집중하고 발산하는 파동이라고 불리는 신비한 파는 큰 바위도 산산이 부숴 버린다.파동의 파장으로 상대의 기분을 캐치한다. 알고 싶지 않은 일도 알게 되어 스트레스가 잘 쌓인다.등장하지 않음큰 바위도 산산조각 내는 파동이라 불리는 힘을 다뤄서 먹이를 사냥한다.사람이 생각하는 것도 알 수 있기 때문에 정직한 마음을 가진 트레이너만 따른다.","격투","강철","육상,인간형"
"히포포타스","건조한 땅에서 산다. 땀 대신 모래알을 몸에서 분비하는 포켓몬이다.전신에 모래를 둘러서 세균으로부터 몸을 보호한다. 물에 젖는 것을 싫어한다.콧구멍을 꽉 막고 모래 속을 마치 걷듯이 다닌다. 10마리 정도의 무리로 생활한다.모래로 몸을 덮어 세균으로부터 몸을 지킨다. 사막의 모래 안에서 이동한다.콧구멍을 꽉 막고 모래 속을 마치 걷듯이 다닌다. 10마리 정도의 무리로 생활한다.콧구멍을 꽉 막고 모래 속을 마치 걷듯이 다닌다. 10마리 정도의 무리에 생활한다.건조한 땅에서 산다. 땀 대신 모래알을 몸에서 분비하는 포켓몬이다.전신에 모래를 둘러서 세균으로부터 몸을 보호한다. 물에 젖는 것을 싫어한다.건조한 땅에서 산다. 땀 대신 모래알을 몸에서 분비하는 포켓몬이다.전신에 모래를 둘러서 세균으로부터 몸을 보호한다. 물에 젖는 것을 싫어한다.자료 없음입을 벌리고 이동하면서 모래째로 먹이를 꿀꺽 삼킨다. 모래는 코로 뿜어내서 버린다.주로 낮에 활동한다. 사막의 밤은 기온이 낮아져 모래 깊숙이 들어가 잠을 잔다.","땅","","육상"
"하마돈","체내에 모아둔 모래를 몸의 구멍에서 뿜어 올려 거대한 회오리를 만들어 공격한다.직격 2m의 큰 입이다. 자동차를 납작하게 찌그러뜨려 버리는 파괴력이다.의외로 화를 잘 내는 포켓몬으로 입을 크게 벌리는 것으로 주변에 자신의 강함을 어필한다.크게 입을 벌려 자신의 강함을 어필한다. 대량의 모래를 일으켜 공격한다.의외로 화를 잘 내는 포켓몬으로 입을 크게 벌리는 것으로 주변에 자신의 강함을 어필한다.크게 입을 벌려 자신의 강함을 어필한다. 대량의 모래를 일으켜 공격한다.체내에 모아둔 모래를 몸의 구멍에서 뿜어올려 거대한 회오리를 만들어 공격한다.크게 입을 벌려 자신의 강함을 어필한다. 대량의 모래를 일으켜 공격한다.체내에 모아둔 모래를 몸의 구멍에서 뿜어올려 거대한 회오리를 만들어 공격한다.자료 없음몸에 난 구멍에는 가끔 돌이 끼인다. 돌을 빼주기 때문에 돌살이를 소중하게 지킨다.화나게 하면 굉장히 흉포해진다. 들이마신 모래를 내뿜어 모래바람을 일으킨다.","땅","","육상"
"스콜피","꼬리의 발톱으로 먹이를 집어 독을 주입한다. 독이 퍼질 때까지 절대 놓치지 않는 집념이 있다.건조한 땅에 서식한다. 모래땅에 구멍을 파고들어 숨어서 먹이를 계속 기다린다.꼬리의 집게가 오므려지는 동시에 침 끝에서 독이 배어 나온다.1년간 아무것도 안 먹고 지낼 수 있다.모래 속에 숨어 먹이를 기다리고 있다. 꼬리의 발톱에서 독을 내서 먹이를 꼼짝 못하게 한다.꼬리의 집게가 오므려지는 동시에 침 끝에서 독이 배어 나온다.1년간 아무것도 안 먹고 지낼 수 있다.건조한 토지에 살며 1년간 아무것도 먹지 않고 먹이를 숨어서 기다릴 수 있다.꼬리의 발톱으로 먹이를 집어 독을 주입한다. 독이 퍼질 때까지 절대 놓치지 않는 집념이 있다.모래 속에 숨어 먹이를 기다리고 있다. 꼬리의 발톱에서 독을 내서 먹이를 꼼짝 못하게 한다.꼬리의 발톱으로 먹이를 집어 독을 주입한다. 독이 퍼질 때까지 절대 놓치지 않는 집념이 있다.모래 속에 숨어 먹이를 기다리고 있다. 꼬리의 발톰에서 독을 내서 먹이를 꼼짝 못하게 한다.자료 없음모래에 몸을 파묻은 채 가만히 먹이를 기다린다. 태우지네와 조상이 가깝다.독이 있는 꼬리의 발톱으로 덤벼든다. 집히면 독이 스며들어 움직일 수 없게 된다.","독","벌레","벌레,수중3"
"드래피온","양팔의 발톱은 자동차를 동강 내는 파괴력이 있다. 발톱의 끝에서 독을 뿌린다.전신이 튼튼한 등껍질로 덮여 있다. 머리가 180도 회전하므로 사각이 없다.맹독을 쓰지 않고 자부하는 힘만으로도 상대를 박살 낼 수 있는 튼튼한 힘의 소유자다.사막을 횡단하는 사람이나 포켓몬을 습격하기 때문에 사람들은 악마처럼 여기며 두려워한다.맹독을 쓰지 않고 자부하는 힘만으로도 상대를 박살 낼 수 있는 튼튼한 힘의 소유자다.자랑거리인 파워로 상대를 조각조각 낼 수 있으며 게다가 맹독으로 마무리한다.양팔의 발톱은 자동차를 동강 내는 파괴력이 있다. 발톱의 끝에서 독을 뿌린다.자랑거리인 파워로 상대를 조각조각 낼 수 있으며 게다가 맹독으로 마무리한다.양팔의 발톱은 자동차를 동강 내는 파괴력이 있다. 발톱의 끝에서 독을 뿌린다.자료 없음맹독을 지녔지만 사용하는 일은 드물다. 자동차도 때려 부수는 괴력으로 마구 날뛴다.사막의 악마라고 불릴 정도로 사납지만 하마돈에게는 싸움도 걸지 않고 얌전하다.","독","악","벌레,수중3"
"삐딱구리","볼에 독주머니를 가지고 있다. 상대의 틈을 노려 맹독이 배인 손가락을 꿰찌른다.독주머니를 크게 부풀려서 쿨렁쿨렁 으스스한 소리를 낸다. 상대를 위협하기 위해서다.정정당당하게 싸우는 일은 드물지만 그것도 살아남기 위함이다. 마스코트로서 인기가 높다.손끝에서 짜낸 독액은 허리 통증을 완화하는 약의 재료가 된다.정정당당하게 싸우는 일은 드물지만 그것도 살아남기 위함이다. 마스코트로서 인기가 높다.독주머니를 부풀려서 울어 주변에 으스스한 소리를 퍼트려 상대가 풀죽으면 독찌르기를 한다.볼에 독주머니를 가지고 있다. 상대의 틈을 노려 맹독이 배인 손가락을 꿰찌른다.독주머니를 부풀려서 울어 주변에 으스스한 소리를 퍼트려 상대가 풀죽으면 독찌르기를 한다.볼에 독주머니를 가지고 있다. 상대의 틈을 노려 맹독이 배인 손가락을 꿰찌른다.독주머니를 부풀려서 울어 주변에 으스스한 소리를 퍼트려 상대가 풀죽으면 독찌르기를 한다.자료 없음볼에 있는 독주머니를 울려서 상대를 위협한다. 풀이 죽은 틈을 타 독찌르기 공격을 한다.독을 희석하면 약이 된다. 제약 회사의 마스코트가 된 후로 인기가 많아졌다.","독","격투","인간형"
"독개굴","주먹의 가시는 긁히기만 해도 생명을 잃을 정도의 맹독을 분비하고 있다.독주머니에서 만들어진 맹독은 팔의 관을 통해서 주먹의 가시에 보내진다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.유연한 몸으로 상대의 공격을 피하며 깊숙이 뛰어들어 독가시를 꿰찌른다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.독개굴이 싸움 전에 목을 울리는 것은 독주머니에 모은 독을 잘 섞기 위해서다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.주먹의 가시는 긁히기만 해도 생명을 잃을 정도의 맹독을 분비하고 있다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.주먹의 가시는 긁히기만 해도 생명을 잃을 정도의 맹독을 분비하고 있다.자료 없음튀어 오르듯 상대에게 다가간 뒤 독손톱으로 찌르듯이 공격한다! 스치기만 해도 상대는 KO다.사냥감을 처리하면 개굴개굴하며 승리를 자축하는 소리를 높인다. 두빅굴과 가까운 종이다.","독","격투","인간형"
"무스틈니","달콤한 냄새의 타액으로 먹이를 끌어들여 큰 턱으로 꿀꺽한다. 하루에 걸쳐 먹이를 먹는다.촉수를 나뭇가지에 휘감아서 움직이지 않으면 마치 식물 같다. 큰 입을 열어 먹이를 기다린다.늪지대에서 자라는 나무에 엉겨 붙어 달콤한 냄새의 타액으로 먹이를 끌어들여 한입에 먹는다.촉수를 재주 있게 움직여 걸으면서 먹이를 기다리기에 적합한 나뭇가지를 찾는다.늪지대에서 자라는 나무에 엉겨 붙어 달콤한 냄새의 타액으로 먹이를 끌어들여 한입에 먹는다.촉수로 나뭇가지에 엉겨 붙어 타액의 달콤한 냄새로 먹이가 다가오는 것을 기다리고 있다.달콤한 냄새의 타액으로 먹이를 끌어들여 큰 턱으로 꿀꺽한다. 하루에 걸쳐 먹이를 먹는다.늪지대에서 자라는 나무에 엉겨 붙어 달콤한 냄새의 타액으로 먹이를 끌어들여 한입에 먹는다.자료 없음","풀","","식물"
"형광어","햇볕을 잔뜩 쬔 꼬리지느러미의 무늬는 어두워지면 선명한 색으로 반짝이기 시작한다.2개의 꼬리지느러미를 쳐서 헤엄치는 모습 때문에 별명은 바다의 뷰티플라이라고 불린다.몸의 옆쪽에 있는 줄에 태양빛을 모아둘 수 있다. 밤이 되면 아름답게 빛난다.2장의 꼬리지느러미를 뷰티플라이처럼 날개치며 헤엄친다. 밤에 꼬리지느러미 무늬가 반짝인다.2장의 꼬리지느러미를 뷰티플라이처럼 날개 치며 헤엄친다. 밤에 꼬리지느러미 무늬가 반짝인다.몸의 옆쪽에 있는 줄에 태양빛을 모아둘 수 있다. 밤이 되면 아름답게 빛난다.햇볕을 잔뜩 쬔 꼬리지느러미의 무늬는 어두워지면 선명한 색으로 반짝이기 시작한다.몸의 옆쪽에 있는 줄에 태양의 빛을 모아둘 수 있다. 밤이 되면 아름답게 빛난다.햇볕을 잔뜩 쬔 꼬리지느러미의 무늬는 어두워지면 선명한 색으로 반짝이기 시작한다.핑크색의 가죽 부분은 태양광을 모아서 빛을 낸다. 위장하기 위해서라고 전해진다.2장의 꼬리지느러미로 힘차게 점프한다. 해수면을 뛰어오르는 순간 갈모매가 물고 가버린다.핑크색 모양은 밤이 되면 빛이 난다. 다이버에게 인기여서 리조트에서 길들여지기도 한다.빛나는 꼬리지느러미로 먹이를 유인한다. 낮에는 해수면 가까이 있다가 밤이 되면 깊은 곳으로 이동한다.자료 없음","물","","수중2"
